"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","ACMH","ACMH_ATTRIBUTES","AWND","AWND_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT08","WT08_ATTRIBUTES"
"USW00094290","1992-12-24","47.6872","-122.2553","18.3","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","    0","T,,0,2400","    0","P,,0,","    0","P,,0,","  106",",,0","   28",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094290","1992-12-25","47.6872","-122.2553","18.3","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","    8",",,0,2400","    0","P,,0,","    0","P,,0,","   50",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094290","1992-12-26","47.6872","-122.2553","18.3","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","   46",",,0,2400","    0","P,,0,","    0","P,,0,","   67",",,0","   39",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094290","1992-12-27","47.6872","-122.2553","18.3","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","   33",",,0,2400","    0","P,,0,","    0","P,,0,","   56",",,0","   22",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094290","1992-12-28","47.6872","-122.2553","18.3","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","    5",",,0,2400","    0","P,,0,","    0","P,,0,","   61",",,0","   28",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094290","1992-12-29","47.6872","-122.2553","18.3","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","   20",",,0,2400","   25",",,0,","   25",",,0,","   83",",,0","  -11",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094290","1992-12-30","47.6872","-122.2553","18.3","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",,,"   25",",,0,","   51",",,0,","   17",",,0","  -11",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094290","1992-12-31","47.6872","-122.2553","18.3","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","    0","P,,0,2400","    0","P,,0,",,,"    6",",,0","  -33",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094290","1993-01-01","47.6872","-122.2553","18.3","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","    0","P,,0,2400","    0","P,,0,",,,"   11",",,0","  -44",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094290","1993-01-02","47.6872","-122.2553","18.3","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","    0","P,,0,2400","    0","P,,0,",,,"   17",",,0","  -22",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094290","1993-01-03","47.6872","-122.2553","18.3","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","   25",",,0,2400","    0","T,,0,","    0",",,0,","   44",",,0","    6",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094290","1993-01-04","47.6872","-122.2553","18.3","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","   36",",,0,2400","    0","P,,0,",,,"   33",",,0","    6",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094290","1993-01-05","47.6872","-122.2553","18.3","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","    0","P,,0,2400","    0","P,,0,",,,"    6",",,0","  -33",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094290","1993-01-06","47.6872","-122.2553","18.3","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","    0","P,,0,2400","    0","P,,0,",,,"   17",",,0","  -56",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094290","1993-01-07","47.6872","-122.2553","18.3","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","    0","T,,0,2400","    0","T,,0,","    0",",,0,","   44",",,0","  -33",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094290","1993-01-08","47.6872","-122.2553","18.3","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","    3",",,0,2400","    0","T,,0,","    0",",,0,","   44",",,0","  -22",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094290","1993-01-09","47.6872","-122.2553","18.3","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","    0","P,,0,2400","    0","P,,0,","    0","P,,0,","   39",",,0","  -22",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094290","1993-01-10","47.6872","-122.2553","18.3","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","    0","P,,0,2400","    0","P,,0,","    0","P,,0,","   28",",,0","  -39",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094290","1993-01-11","47.6872","-122.2553","18.3","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","    0","P,,0,2400","    0","P,,0,","    0","P,,0,","   28",",,0","  -61",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094290","1993-01-12","47.6872","-122.2553","18.3","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","    0","P,,0,2400","    0","P,,0,","    0","P,,0,","   56",",,0","  -39",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094290","1993-01-13","47.6872","-122.2553","18.3","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","    0","P,,0,2400","    0","P,,0,","    0","P,,0,","   33",",,0","  -17",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094290","1993-01-14","47.6872","-122.2553","18.3","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","    0","T,,0,2400","    0","P,,0,","    0","P,,0,","   39",",,0","    6",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094290","1993-01-15","47.6872","-122.2553","18.3","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","    0","P,,0,2400","    0","P,,0,","    0","P,,0,","   89",",,0","   -6",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094290","1993-01-16","47.6872","-122.2553","18.3","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","    0","P,,0,2400","    0","P,,0,","    0","P,,0,","   89",",,0","   -6",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094290","1993-01-17","47.6872","-122.2553","18.3","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","    0","P,,0,2400","    0","P,,0,","    0","P,,0,","   61",",,0","   -6",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094290","1993-01-18","47.6872","-122.2553","18.3","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","    0","P,,0,2400","    0","P,,0,","    0","P,,0,","   78",",,0","  -11",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094290","1993-01-19","47.6872","-122.2553","18.3","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","  127",",,0,2400","    0","P,,0,","    0","P,,0,","   61",",,0","   28",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094290","1993-01-20","47.6872","-122.2553","18.3","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","  140",",,0,2400","    0","P,,0,","    0","P,,0,","  106",",,0","   39",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094290","1993-01-21","47.6872","-122.2553","18.3","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","    0","P,,0,2400","    0","P,,0,","    0","P,,0,","   72",",,0","   39",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094290","1993-01-22","47.6872","-122.2553","18.3","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","    0","P,,0,2400","    0","P,,0,","    0","P,,0,","   61",",,0","   11",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094290","1993-01-23","47.6872","-122.2553","18.3","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","   23",",,0,2400","    0","P,,0,","    0","P,,0,","   44",",,0","   -6",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094290","1993-01-24","47.6872","-122.2553","18.3","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","   36",",,0,2400","    0","P,,0,","    0","P,,0,","  117",",,0","   22",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094290","1993-01-25","47.6872","-122.2553","18.3","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","  122",",,0,2400","    0","P,,0,","    0","P,,0,","  111",",,0","   72",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094290","1993-01-26","47.6872","-122.2553","18.3","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","    5",",,0,2400","    0","P,,0,","    0","P,,0,","  117",",,0","   78",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094290","1993-01-27","47.6872","-122.2553","18.3","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","    0","T,,0,2400","    0","P,,0,","    0","P,,0,","  117",",,0","   67",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094290","1993-01-28","47.6872","-122.2553","18.3","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","   43",",,0,2400","    0","P,,0,","    0","P,,0,","   94",",,0","   67",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094290","1993-01-29","47.6872","-122.2553","18.3","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","    0","T,,0,2400","    0","P,,0,","    0","P,,0,","  106",",,0","   39",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094290","1993-01-30","47.6872","-122.2553","18.3","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","    0","P,,0,2400","    0","P,,0,","    0","P,,0,","  128",",,0","   22",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094290","1993-01-31","47.6872","-122.2553","18.3","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","    0","P,,0,2400","    0","P,,0,","    0","P,,0,","  133",",,0","  -22",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094290","1993-02-01","47.6872","-122.2553","18.3","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","    0","P,,0,2400","    0","P,,0,","    0",",,0,","  106",",,0","    6",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094290","1993-02-02","47.6872","-122.2553","18.3","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","    0","P,,0,2400","    0","P,,0,","    0","P,,0,","  144",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094290","1993-02-03","47.6872","-122.2553","18.3","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","    0","P,,0,2400","    0","P,,0,","    0","P,,0,","   94",",,0","   -6",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094290","1993-02-04","47.6872","-122.2553","18.3","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","    0","P,,0,2400","    0","P,,0,","    0","P,,0,","  172",",,0","   17",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094290","1993-02-05","47.6872","-122.2553","18.3","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","    0","P,,0,2400","    0","P,,0,","    0","P,,0,","  128",",,0","   28",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094290","1993-02-06","47.6872","-122.2553","18.3","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","    0","P,,0,2400","    0","P,,0,","    0","P,,0,","  178",",,0","   56",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094290","1993-02-07","47.6872","-122.2553","18.3","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","    0","P,,0,2400","    0","P,,0,","    0","P,,0,","  167",",,0","   44",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094290","1993-02-08","47.6872","-122.2553","18.3","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","    0","T,,0,2400","    0","P,,0,","    0","P,,0,","  172",",,0","   50",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094290","1993-02-09","47.6872","-122.2553","18.3","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","   18",",,0,2400","    0","P,,0,","    0","P,,0,","  122",",,0","   67",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094290","1993-02-10","47.6872","-122.2553","18.3","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","    3",",,0,2400","    0","P,,0,","    0","P,,0,","  122",",,0","   33",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094290","1993-02-11","47.6872","-122.2553","18.3","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","    0","P,,0,2400","    0","P,,0,","    0","P,,0,","   94",",,0","   28",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094290","1993-02-12","47.6872","-122.2553","18.3","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","    0","P,,0,2400","    0","P,,0,","    0","P,,0,","  106",",,0","    6",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094290","1993-02-13","47.6872","-122.2553","18.3","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","    0","P,,0,2400","    0","P,,0,","    0","P,,0,","   89",",,0","   28",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094290","1993-02-14","47.6872","-122.2553","18.3","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","    0","P,,0,2400","    0","P,,0,","    0","P,,0,","   67",",,0","   17",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094290","1993-02-15","47.6872","-122.2553","18.3","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","    0","P,,0,2400","    0","P,,0,","    0","P,,0,","   61",",,0","  -11",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094290","1993-02-16","47.6872","-122.2553","18.3","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","    0","P,,0,2400","    0","P,,0,","    0","P,,0,","   44",",,0","  -33",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094290","1993-02-17","47.6872","-122.2553","18.3","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","    0","P,,0,2400","    0","P,,0,","    0","P,,0,","   50",",,0","  -67",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094290","1993-02-18","47.6872","-122.2553","18.3","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","    0","P,,0,2400","    0","P,,0,","    0","P,,0,","   61",",,0","  -33",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094290","1993-02-19","47.6872","-122.2553","18.3","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","    0","T,,0,2400","    0","P,,0,","    0","P,,0,","   56",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094290","1993-02-20","47.6872","-122.2553","18.3","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","   79",",,0,2400","    0","P,,0,","    0","P,,0,","   67",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094290","1993-02-21","47.6872","-122.2553","18.3","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","   61",",,0,2400","    0","P,,0,","    0","P,,0,","   44",",,0","   11",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094290","1993-02-22","47.6872","-122.2553","18.3","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","    0","P,,0,2400","    0","P,,0,","    0","P,,0,","   67",",,0","   11",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094290","1993-02-23","47.6872","-122.2553","18.3","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","    0","P,,0,2400","    0","P,,0,","    0","P,,0,","   44",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094290","1993-02-24","47.6872","-122.2553","18.3","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","    0","P,,0,2400","    0","P,,0,","    0","P,,0,","   50",",,0","  -11",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094290","1993-02-25","47.6872","-122.2553","18.3","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","    0","P,,0,2400","    0","P,,0,","    0","P,,0,","   67",",,0","  -44",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094290","1993-02-26","47.6872","-122.2553","18.3","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","    0","P,,0,2400","    0","P,,0,","    0","P,,0,","   89",",,0","  -39",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094290","1993-02-27","47.6872","-122.2553","18.3","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","    0","P,,0,2400","    0","P,,0,","    0","P,,0,","  100",",,0","  -22",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094290","1993-02-28","47.6872","-122.2553","18.3","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","    0","P,,0,2400","    0","P,,0,","    0","P,,0,","  150",",,0","   -6",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094290","1993-03-01","47.6872","-122.2553","18.3","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","   18",",,0,2400","    0","P,,0,","    0",",,0,","   83",",,0","   50",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094290","1993-03-02","47.6872","-122.2553","18.3","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","   28",",,0,2400","    0","P,,0,","    0","P,,0,","  133",",,0","   33",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094290","1993-03-03","47.6872","-122.2553","18.3","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","   86",",,0,2400","    0","P,,0,","    0","P,,0,","  133",",,0","   61",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094290","1993-03-04","47.6872","-122.2553","18.3","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","   94",",,0,2400","    0","P,,0,","    0","P,,0,","  122",",,0","   61",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094290","1993-03-05","47.6872","-122.2553","18.3","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","    0","P,,0,2400","    0","P,,0,","    0","P,,0,","  144",",,0","   89",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094290","1993-03-06","47.6872","-122.2553","18.3","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","    0","P,,0,2400","    0","P,,0,","    0","P,,0,","  167",",,0","   56",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094290","1993-03-07","47.6872","-122.2553","18.3","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","    0","P,,0,2400","    0","P,,0,","    0","P,,0,","  150",",,0","   56",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094290","1993-03-08","47.6872","-122.2553","18.3","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","    3",",,0,2400","    0","P,,0,","    0","P,,0,","  139",",,0","   39",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094290","1993-03-09","47.6872","-122.2553","18.3","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","    0","P,,0,2400","    0","P,,0,","    0","P,,0,","  122",",,0","   22",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094290","1993-03-10","47.6872","-122.2553","18.3","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","    0","P,,0,2400","    0","P,,0,","    0","P,,0,","  128",",,0","   28",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094290","1993-03-11","47.6872","-122.2553","18.3","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","    0","P,,0,2400","    0","P,,0,","    0","P,,0,","  144",",,0","   17",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094290","1993-03-12","47.6872","-122.2553","18.3","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","    0","P,,0,2400","    0","P,,0,","    0","P,,0,","  156",",,0","   39",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094290","1993-03-13","47.6872","-122.2553","18.3","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","   18",",,0,2400","    0","P,,0,","    0","P,,0,","  139",",,0","   17",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094290","1993-03-14","47.6872","-122.2553","18.3","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","   64",",,0,2400","    0","P,,0,","    0","P,,0,","  117",",,0","   72",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094290","1993-03-15","47.6872","-122.2553","18.3","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","    5",",,0,2400","    0","P,,0,","    0","P,,0,","  106",",,0","   50",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094290","1993-03-16","47.6872","-122.2553","18.3","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","   99",",,0,2400","    0","P,,0,","    0","P,,0,","  117",",,0","   17",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094290","1993-03-17","47.6872","-122.2553","18.3","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","   36",",,0,2400","    0","P,,0,","    0","P,,0,","  133",",,0","   50",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094290","1993-03-18","47.6872","-122.2553","18.3","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","   23",",,0,2400","    0","P,,0,","    0","P,,0,","   89",",,0","   44",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094290","1993-03-19","47.6872","-122.2553","18.3","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","   36",",,0,2400","    0","P,,0,","    0","P,,0,","  133",",,0","   33",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094290","1993-03-20","47.6872","-122.2553","18.3","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","   23",",,0,2400","    0","P,,0,","    0","P,,0,","  117",",,0","   78",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094290","1993-03-21","47.6872","-122.2553","18.3","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","   15",",,0,2400","    0","P,,0,","    0","P,,0,","  156",",,0","   72",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094290","1993-03-22","47.6872","-122.2553","18.3","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","  366",",,0,2400","    0","P,,0,","    0","P,,0,","  122",",,0","   67",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094290","1993-03-23","47.6872","-122.2553","18.3","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","   15",",,0,2400","    0","P,,0,","    0","P,,0,","  139",",,0","   56",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094290","1993-03-24","47.6872","-122.2553","18.3","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","    0","P,,0,2400","    0","P,,0,","    0","P,,0,","  106",",,0","   33",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094290","1993-03-25","47.6872","-122.2553","18.3","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","    0","P,,0,2400","    0","P,,0,","    0","P,,0,","  117",",,0","   11",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094290","1993-03-26","47.6872","-122.2553","18.3","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","    0","P,,0,2400","    0","P,,0,","    0","P,,0,","  122",",,0","   17",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094290","1993-03-27","47.6872","-122.2553","18.3","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","    0","P,,0,2400","    0","P,,0,","    0","P,,0,","  133",",,0","   22",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094290","1993-03-28","47.6872","-122.2553","18.3","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","    0","T,,0,2400","    0","P,,0,","    0","P,,0,","  150",",,0","   17",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094290","1993-03-29","47.6872","-122.2553","18.3","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","   43",",,0,2400","    0","P,,0,","    0","P,,0,","  117",",,0","   39",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094290","1993-03-30","47.6872","-122.2553","18.3","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","   20",",,0,2400","    0","P,,0,","    0","P,,0,","  128",",,0","   28",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094290","1993-03-31","47.6872","-122.2553","18.3","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","    5",",,0,2400","    0","P,,0,","    0","P,,0,","  183",",,0","   39",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094290","1993-04-01","47.6872","-122.2553","18.3","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","   46",",,0,2400","    0","P,,0,","    0",",,0,","  156",",,0","   72",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094290","1993-04-02","47.6872","-122.2553","18.3","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","   36",",,0,2400","    0","P,,0,","    0","P,,0,","  117",",,0","   83",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
